move_number,move_uci,player_name,time_taken_ms,centipawn_score,board_fen
86,e7g8,LLAMA,862.2786000014457,9993,5Qnr/2pp2pP/2k5/8/3R3P/P1PP3K/6N1/8 w - - 3 86
86,f8c5,RANDOM,0.06690000009257346,531,6nr/2pp2pP/2k5/2Q5/3R3P/P1PP3K/6N1/8 b - - 4 86
87,c6c5,LLAMA,671.9549000008556,529,6nr/2pp2pP/8/2k5/3R3P/P1PP3K/6N1/8 w - - 0 87
87,d4d6,RANDOM,0.04859999899053946,-300,6nr/2pp2pP/3R4/2k5/7P/P1PP3K/6N1/8 b - - 1 87
88,g8e7,LLAMA,761.2742999990587,430,7r/2ppn1pP/3R4/2k5/7P/P1PP3K/6N1/8 w - - 2 88
88,d6g6,RANDOM,0.04980000085197389,-450,7r/2ppn1pP/6R1/2k5/7P/P1PP3K/6N1/8 b - - 3 88
89,e7g8,LLAMA,830.8049000006577,548,6nr/2pp2pP/6R1/2k5/7P/P1PP3K/6N1/8 w - - 4 89
89,g6d6,RANDOM,0.05280000186758116,-323,6nr/2pp2pP/3R4/2k5/7P/P1PP3K/6N1/8 b - - 5 89
90,g8e7,LLAMA,801.7445000004955,436,7r/2ppn1pP/3R4/2k5/7P/P1PP3K/6N1/8 w - - 6 90
90,d6c6,RANDOM,0.08259999958681874,-446,7r/2ppn1pP/2R5/2k5/7P/P1PP3K/6N1/8 b - - 7 90
91,e7c6,LLAMA,730.0466000015149,-439,7r/2pp2pP/2n5/2k5/7P/P1PP3K/6N1/8 w - - 0 91
91,c3c4,RANDOM,0.10449999899719842,-528,7r/2pp2pP/2n5/2k5/2P4P/P2P3K/6N1/8 b - - 0 91
92,c5d6,LLAMA,877.7810000028694,-463,7r/2pp2pP/2nk4/8/2P4P/P2P3K/6N1/8 w - - 1 92
92,g2e3,RANDOM,0.04310000076657161,-472,7r/2pp2pP/2nk4/8/2P4P/P2PN2K/8/8 b - - 2 92
93,d6e7,LLAMA,861.1765999994532,-472,7r/2ppk1pP/2n5/8/2P4P/P2PN2K/8/8 w - - 3 93
93,c4c5,RANDOM,0.04439999975147657,-521,7r/2ppk1pP/2n5/2P5/7P/P2PN2K/8/8 b - - 0 93
94,e7f8,LLAMA,946.9276999989233,-526,5k1r/2pp2pP/2n5/2P5/7P/P2PN2K/8/8 w - - 1 94
94,e3c2,RANDOM,0.058499997976468876,-550,5k1r/2pp2pP/2n5/2P5/7P/P2P3K/2N5/8 b - - 2 94
95,c6d8,LLAMA,920.3493999993952,-500,3n1k1r/2pp2pP/8/2P5/7P/P2P3K/2N5/8 w - - 3 95
95,h3g4,RANDOM,0.07679999907850288,-499,3n1k1r/2pp2pP/8/2P5/6KP/P2P4/2N5/8 b - - 4 95
96,d7d6,LLAMA,912.4817999982042,-416,3n1k1r/2p3pP/3p4/2P5/6KP/P2P4/2N5/8 w - - 0 96
96,g4g3,RANDOM,0.06159999975352548,-552,3n1k1r/2p3pP/3p4/2P5/7P/P2P2K1/2N5/8 b - - 1 96
97,d8f7,LLAMA,861.884399997507,-454,5k1r/2p2npP/3p4/2P5/7P/P2P2K1/2N5/8 w - - 2 97
97,g3g4,RANDOM,0.05160000000614673,-527,5k1r/2p2npP/3p4/2P5/6KP/P2P4/2N5/8 b - - 3 97
98,f7d8,LLAMA,837.8316000016639,-423,3n1k1r/2p3pP/3p4/2P5/6KP/P2P4/2N5/8 w - - 4 98
98,c5c6,RANDOM,0.05509999755304307,-536,3n1k1r/2p3pP/2Pp4/8/6KP/P2P4/2N5/8 b - - 0 98
99,d8f7,LLAMA,786.7540999977791,-409,5k1r/2p2npP/2Pp4/8/6KP/P2P4/2N5/8 w - - 1 99
99,c2e3,RANDOM,0.05160000000614673,-501,5k1r/2p2npP/2Pp4/8/6KP/P2PN3/8/8 b - - 2 99
100,f7d8,LLAMA,837.3852999975497,-468,3n1k1r/2p3pP/2Pp4/8/6KP/P2PN3/8/8 w - - 3 100
100,e3f1,RANDOM,0.05329999839887023,-564,3n1k1r/2p3pP/2Pp4/8/6KP/P2P4/8/5N2 b - - 4 100
101,d8f7,LLAMA,813.8192000005802,-424,5k1r/2p2npP/2Pp4/8/6KP/P2P4/8/5N2 w - - 5 101
