move_number,move_uci,player_name,time_taken_ms,centipawn_score,board_fen
83,b2h8,RANDOM,0.14139999984763563,291,2r1nk1b/8/rp5n/2p5/p3p1pp/P4p2/3P1PPP/Rb1QKBNR w K - 2 83
83,a1a2,LLAMA-CHESS,821.7583000005106,-347,2r1nk1b/8/rp5n/2p5/p3p1pp/P4p2/R2P1PPP/1b1QKBNR b K - 3 83
84,c5c4,RANDOM,0.09349999891128391,226,2r1nk1b/8/rp5n/8/p1p1p1pp/P4p2/R2P1PPP/1b1QKBNR w K - 0 84
84,a2a1,LLAMA-CHESS,770.4344999983732,-143,2r1nk1b/8/rp5n/8/p1p1p1pp/P4p2/3P1PPP/Rb1QKBNR b K - 1 84
85,f3g2,RANDOM,0.07569999797851779,-159,2r1nk1b/8/rp5n/8/p1p1p1pp/P7/3P1PpP/Rb1QKBNR w K - 0 85
85,a1a2,LLAMA-CHESS,837.6516999996966,-906,2r1nk1b/8/rp5n/8/p1p1p1pp/P7/R2P1PpP/1b1QKBNR b K - 1 85
86,h8b2,RANDOM,0.08440000237897038,-312,2r1nk2/8/rp5n/8/p1p1p1pp/P7/Rb1P1PpP/1b1QKBNR w K - 2 86
86,a2a1,LLAMA-CHESS,829.818800000794,-776,2r1nk2/8/rp5n/8/p1p1p1pp/P7/1b1P1PpP/Rb1QKBNR b K - 3 86
87,g2h1q,RANDOM,0.08320000051753595,-775,2r1nk2/8/rp5n/8/p1p1p1pp/P7/1b1P1P1P/Rb1QKBNq w - - 0 87
87,a1b1,LLAMA-CHESS,812.6984000009543,-806,2r1nk2/8/rp5n/8/p1p1p1pp/P7/1b1P1P1P/1R1QKBNq b - - 0 87
88,b2f6,RANDOM,0.07560000085504726,-822,2r1nk2/8/rp3b1n/8/p1p1p1pp/P7/3P1P1P/1R1QKBNq w - - 1 88
88,f1e2,LLAMA-CHESS,880.170200001885,-977,2r1nk2/8/rp3b1n/8/p1p1p1pp/P7/3PBP1P/1R1QK1Nq b - - 2 88
89,h4h3,RANDOM,0.07440000263159163,-933,2r1nk2/8/rp3b1n/8/p1p1p1p1/P6p/3PBP1P/1R1QK1Nq w - - 0 89
89,f2f3,LLAMA-CHESS,762.2205000006943,-9998,2r1nk2/8/rp3b1n/8/p1p1p1p1/P4P1p/3PB2P/1R1QK1Nq b - - 0 89
90,f6a1,RANDOM,0.0790999984019436,-921,2r1nk2/8/rp5n/8/p1p1p1p1/P4P1p/3PB2P/bR1QK1Nq w - - 1 90
90,f3g4,LLAMA-CHESS,857.0326999979443,-1054,2r1nk2/8/rp5n/8/p1p1p1P1/P6p/3PB2P/bR1QK1Nq b - - 0 90
91,c4c3,RANDOM,0.07790000017848797,-1003,2r1nk2/8/rp5n/8/p3p1P1/P1p4p/3PB2P/bR1QK1Nq w - - 0 91
91,g4g5,LLAMA-CHESS,880.5434999994759,-9989,2r1nk2/8/rp5n/6P1/p3p3/P1p4p/3PB2P/bR1QK1Nq b - - 0 91
92,h1h2,RANDOM,0.10130000009667128,-879,2r1nk2/8/rp5n/6P1/p3p3/P1p4p/3PB2q/bR1QK1N1 w - - 0 92
92,g1h3,LLAMA-CHESS,828.7148000017623,-959,2r1nk2/8/rp5n/6P1/p3p3/P1p4N/3PB2q/bR1QK3 b - - 0 92
93,f8e7,RANDOM,0.07299999924725853,-718,2r1n3/4k3/rp5n/6P1/p3p3/P1p4N/3PB2q/bR1QK3 w - - 1 93
93,h3f4,LLAMA-CHESS,913.4154000021226,-1034,2r1n3/4k3/rp5n/6P1/p3pN2/P1p5/3PB2q/bR1QK3 b - - 2 93
94,a6a8,RANDOM,0.09370000043418258,-642,r1r1n3/4k3/1p5n/6P1/p3pN2/P1p5/3PB2q/bR1QK3 w - - 3 94
94,f4g6,LLAMA-CHESS,912.846700000955,-638,r1r1n3/4k3/1p4Nn/6P1/p3p3/P1p5/3PB2q/bR1QK3 b - - 4 94
95,e7e6,RANDOM,0.05740000051446259,-563,r1r1n3/8/1p2k1Nn/6P1/p3p3/P1p5/3PB2q/bR1QK3 w - - 5 95
95,g5h6,LLAMA-CHESS,821.3151000018115,-760,r1r1n3/8/1p2k1NP/8/p3p3/P1p5/3PB2q/bR1QK3 b - - 0 95
96,e6d5,RANDOM,0.11929999891435727,0,r1r1n3/8/1p4NP/3k4/p3p3/P1p5/3PB2q/bR1QK3 w - - 1 96
96,h6h7,LLAMA-CHESS,871.225200000481,-615,r1r1n3/7P/1p4N1/3k4/p3p3/P1p5/3PB2q/bR1QK3 b - - 0 96
97,c8c4,RANDOM,0.08779999916441739,213,r3n3/7P/1p4N1/3k4/p1r1p3/P1p5/3PB2q/bR1QK3 w - - 1 97
97,h7h8q,LLAMA-CHESS,887.446100001398,0,r3n2Q/8/1p4N1/3k4/p1r1p3/P1p5/3PB2q/bR1QK3 b - - 0 97
98,h2g1,RANDOM,0.09080000018002465,0,r3n2Q/8/1p4N1/3k4/p1r1p3/P1p5/3PB3/bR1QK1q1 w - - 1 98
98,e2f1,LLAMA-CHESS,829.5068000006722,0,r3n2Q/8/1p4N1/3k4/p1r1p3/P1p5/3P4/bR1QKBq1 b - - 2 98
99,e8f6,RANDOM,0.0790999984019436,607,r6Q/8/1p3nN1/3k4/p1r1p3/P1p5/3P4/bR1QKBq1 w - - 3 99
99,h8g8,LLAMA-CHESS,1038.481799998408,-560,r5Q1/8/1p3nN1/3k4/p1r1p3/P1p5/3P4/bR1QKBq1 b - - 4 99
100,d5c5,RANDOM,0.05339999916031957,9996,r5Q1/8/1p3nN1/2k5/p1r1p3/P1p5/3P4/bR1QKBq1 w - - 5 100
100,g8h8,LLAMA-CHESS,954.1592999994464,-852,r6Q/8/1p3nN1/2k5/p1r1p3/P1p5/3P4/bR1QKBq1 b - - 6 100
101,f6d5,RANDOM,0.0838999985717237,251,r6Q/8/1p4N1/2kn4/p1r1p3/P1p5/3P4/bR1QKBq1 w - - 7 101
